timestamp,open,high,low,close,volume,trade_count,vwap
2021-01-03 12:00:00+00:00,34433.52,34608.46,33984.8,34128.36,43.025823,1968.0,34266.533208
2021-01-03 13:00:00+00:00,34141.13,34410.44,33840.12,33900.0,55.116133,2235.0,34126.668112
2021-01-03 14:00:00+00:00,33900.0,34188.14,33545.0,33893.03,75.32602,2725.0,33868.686178
2021-01-03 15:00:00+00:00,33906.75,33953.96,32850.0,33561.89,150.316218,3608.0,33325.927616
2021-01-03 16:00:00+00:00,33565.02,33859.76,32649.91,32711.72,136.841899,3872.0,33343.433573
2021-01-03 17:00:00+00:00,32711.71,33261.0,32511.26,32902.01,129.248464,3328.0,32903.880253
2021-01-03 18:00:00+00:00,32948.48,33041.23,32300.61,32792.76,98.029569,2405.0,32684.457086
2021-01-03 19:00:00+00:00,32775.92,32927.36,32473.78,32777.25,59.373348,2031.0,32672.882798
2021-01-03 20:00:00+00:00,32780.05,33840.0,32738.56,33747.28,116.421073,3013.0,33483.39912
2021-01-03 21:00:00+00:00,33743.18,33873.27,33513.08,33584.96,45.007289,1916.0,33694.51066
2021-01-03 22:00:00+00:00,33581.08,33678.44,33030.82,33148.11,69.135511,2529.0,33370.224732
2021-01-03 23:00:00+00:00,33154.67,33655.1,32733.62,33111.99,77.961839,2243.0,33244.016407
2021-01-04 00:00:00+00:00,33086.17,33160.24,32465.89,32882.95,98.779347,2391.0,32822.718696
2021-01-04 01:00:00+00:00,32892.45,33358.87,32641.92,33229.27,40.657281,1802.0,33039.982161
2021-01-04 02:00:00+00:00,33226.91,33628.53,33002.57,33493.03,50.881241,1555.0,33295.863182
2021-01-04 03:00:00+00:00,33505.3,33588.1,33218.67,33588.1,47.861523,1986.0,33430.398964
2021-01-04 04:00:00+00:00,33581.25,33655.01,33254.95,33317.15,50.652389,2195.0,33467.273442
2021-01-04 05:00:00+00:00,33355.09,33379.45,32868.43,32908.02,51.966886,2599.0,33165.93825
2021-01-04 06:00:00+00:00,32907.36,33496.03,32891.72,33260.81,51.888474,2119.0,33197.168164
2021-01-04 07:00:00+00:00,33260.81,33282.47,31776.0,32105.07,166.664359,3847.0,32373.750528
2021-01-04 08:00:00+00:00,32150.0,32598.37,31474.87,32041.27,87.263558,2658.0,31979.902779
2021-01-04 09:00:00+00:00,32059.24,32160.46,30313.0,31013.27,142.202113,3120.0,31146.853333
2021-01-04 10:00:00+00:00,31003.65,31200.89,27900.0,30290.43,282.197063,3860.0,29605.38653
2021-01-04 11:00:00+00:00,30288.21,30893.17,29422.11,30755.5,170.009265,2544.0,30122.825369
2021-01-04 12:00:00+00:00,30752.39,31474.69,30472.29,31239.31,140.630731,2574.0,30975.048948
2021-01-04 13:00:00+00:00,31252.4,31428.57,30628.21,31418.37,88.378486,2518.0,31031.890498
2021-01-04 14:00:00+00:00,31418.36,32194.19,31418.36,32137.56,88.917763,2374.0,31817.215025
2021-01-04 15:00:00+00:00,32157.7,32227.64,31585.05,31770.46,95.15426,2437.0,31896.973261
2021-01-04 16:00:00+00:00,31771.05,31930.86,30750.25,31321.0,191.466984,3347.0,31172.832832
2021-01-04 17:00:00+00:00,31321.0,31525.6,30611.17,31015.69,97.778944,3072.0,31090.327644
2021-01-04 18:00:00+00:00,31015.68,31445.54,31000.0,31184.98,77.536456,2526.0,31241.307367
2021-01-04 19:00:00+00:00,31176.25,31880.64,31121.56,31667.72,60.984682,2507.0,31529.729264
2021-01-04 20:00:00+00:00,31684.64,31844.06,31210.68,31287.41,68.582087,2331.0,31516.371906
2021-01-04 21:00:00+00:00,31267.04,31586.43,30864.57,31029.65,88.850448,2614.0,31145.463606
2021-01-04 22:00:00+00:00,31034.11,31496.42,30980.18,31364.59,39.942737,1586.0,31273.871061
2021-01-04 23:00:00+00:00,31364.89,32058.81,31179.73,32025.23,95.089039,2984.0,31664.213898
2021-01-05 00:00:00+00:00,32025.23,32870.0,32025.23,32450.12,116.488079,3709.0,32496.949083
2021-01-05 01:00:00+00:00,32450.11,32831.95,32285.76,32823.96,76.252204,3430.0,32564.962597
2021-01-05 02:00:00+00:00,32825.61,32848.88,32272.12,32354.06,43.600221,2060.0,32591.415402
2021-01-05 03:00:00+00:00,32345.48,32578.56,31170.17,31201.31,123.632263,3039.0,31805.551634
2021-01-05 04:00:00+00:00,31211.31,31565.26,30467.65,30879.56,154.226294,4062.0,31181.783464
2021-01-05 05:00:00+00:00,30908.67,31376.11,30029.69,30441.57,163.452993,3908.0,30733.305263
2021-01-05 06:00:00+00:00,30461.84,31274.98,29927.55,31154.59,157.006517,3783.0,30547.643169
2021-01-05 07:00:00+00:00,31136.31,31304.22,30770.41,30816.07,58.353853,2655.0,31058.376646
2021-01-05 08:00:00+00:00,30817.62,31517.23,30817.62,31217.9,37.277658,2278.0,31246.52821
2021-01-05 09:00:00+00:00,31217.42,31808.14,31184.47,31592.6,44.297356,2392.0,31496.881154
2021-01-05 10:00:00+00:00,31592.6,31697.48,31129.59,31360.51,29.923993,1971.0,31385.880311
2021-01-05 11:00:00+00:00,31369.56,31815.19,31312.02,31815.19,31.389426,1770.0,31552.552471
2021-01-05 12:00:00+00:00,31815.19,32078.0,31594.72,31634.0,55.53205,2238.0,31859.696275
2021-01-05 13:00:00+00:00,31621.56,31920.58,31475.24,31510.33,28.902159,1467.0,31724.291283
2021-01-05 14:00:00+00:00,31511.91,32423.0,31150.0,32375.9,80.848703,3365.0,31715.825692
2021-01-05 15:00:00+00:00,32405.2,32405.2,31961.9,32158.67,52.073675,2266.0,32158.445942
2021-01-05 16:00:00+00:00,32160.09,32735.25,31839.66,32501.63,82.066192,2708.0,32410.817267
2021-01-05 17:00:00+00:00,32536.05,32857.15,32310.39,32795.2,38.359057,1747.0,32589.117212
2021-01-05 18:00:00+00:00,32795.21,33511.48,32750.82,33459.02,91.559853,2699.0,33193.19361
2021-01-05 19:00:00+00:00,33444.11,34281.04,33200.0,33810.9,144.736982,3310.0,33823.918074
2021-01-05 20:00:00+00:00,33810.9,34180.88,33466.92,34064.12,88.852773,2583.0,33803.448896
2021-01-05 21:00:00+00:00,34065.71,34084.04,33590.0,33810.08,70.14721,1883.0,33887.098034
2021-01-05 22:00:00+00:00,33810.09,34500.0,33808.35,34313.2,83.00606,2761.0,34278.10951
2021-01-05 23:00:00+00:00,34313.2,34394.03,33777.05,34036.08,65.299636,2429.0,34035.94808
2021-01-06 00:00:00+00:00,34045.29,34200.0,33380.56,33976.47,81.690241,3304.0,33760.931395
2021-01-06 01:00:00+00:00,33976.47,34069.99,33568.96,33888.43,36.388352,1560.0,33793.310964
2021-01-06 02:00:00+00:00,33875.57,34180.0,33830.42,33978.0,43.495553,1902.0,34019.692592
2021-01-06 03:00:00+00:00,33966.18,34229.24,33711.15,34192.35,37.161299,1786.0,33942.367859
2021-01-06 04:00:00+00:00,34179.87,35851.42,34179.87,35455.34,202.906712,5429.0,35159.785217
2021-01-06 05:00:00+00:00,35469.15,35705.93,34684.1,35063.0,115.476023,3594.0,35155.963342
2021-01-06 06:00:00+00:00,35088.23,35337.45,34936.5,35257.19,54.856656,2804.0,35149.090163
2021-01-06 07:00:00+00:00,35268.37,35362.28,34500.0,34768.91,46.774153,2674.0,34899.685715
2021-01-06 08:00:00+00:00,34792.1,35039.77,34110.77,34641.74,67.879019,2530.0,34590.78469
2021-01-06 09:00:00+00:00,34643.21,34672.32,33700.0,33995.51,79.855255,2061.0,34020.191879
2021-01-06 10:00:00+00:00,33995.51,34641.12,33926.07,34526.51,33.590848,1476.0,34420.226193
2021-01-06 11:00:00+00:00,34520.16,35338.63,34443.16,35013.55,59.58984,2701.0,34950.055456
2021-01-06 12:00:00+00:00,35026.47,35183.41,34548.66,35027.87,64.746913,2306.0,34851.852595
2021-01-06 13:00:00+00:00,35024.33,35171.09,34423.0,34620.22,66.156507,2421.0,34772.457366
2021-01-06 14:00:00+00:00,34651.65,34770.89,34169.45,34285.75,76.817396,2578.0,34519.806181
2021-01-06 15:00:00+00:00,34328.43,34909.83,34265.86,34670.13,57.472114,1829.0,34668.26992
2021-01-06 16:00:00+00:00,34670.87,35160.78,34450.44,34700.44,80.605448,3266.0,34900.110272
2021-01-06 17:00:00+00:00,34702.18,35173.18,34656.05,35000.0,58.704161,2036.0,34945.663649
2021-01-06 18:00:00+00:00,35010.05,35341.35,35010.05,35329.28,51.918209,1948.0,35229.462923
2021-01-06 19:00:00+00:00,35329.28,35844.41,34774.47,34920.79,121.737769,3264.0,35528.536463
2021-01-06 20:00:00+00:00,34933.28,36358.0,34349.01,36133.75,219.457673,4665.0,35239.162562
2021-01-06 21:00:00+00:00,36133.75,36542.0,35750.0,35960.84,101.556305,3685.0,36138.362197
2021-01-06 22:00:00+00:00,35942.99,36475.31,35759.93,36084.15,55.7183,1957.0,36206.729482
2021-01-06 23:00:00+00:00,36088.64,37000.0,36065.42,36856.98,84.222374,2985.0,36617.892089
2021-01-07 00:00:00+00:00,36850.64,37388.86,36525.0,37223.08,108.682886,3909.0,37002.962753
2021-01-07 01:00:00+00:00,37255.11,37332.99,36748.85,36971.78,91.031758,3328.0,36990.47103
2021-01-07 02:00:00+00:00,36999.99,37170.0,36509.51,37082.94,80.518594,2685.0,36875.051336
2021-01-07 03:00:00+00:00,37062.19,37799.0,37045.01,37560.3,98.265539,3296.0,37491.082344
2021-01-07 04:00:00+00:00,37560.3,37695.26,37200.44,37559.42,74.231423,2791.0,37434.53713
2021-01-07 05:00:00+00:00,37574.98,37810.0,37285.17,37485.27,63.179594,2004.0,37554.999878
2021-01-07 06:00:00+00:00,37486.29,37607.66,36841.63,37228.82,71.59449,2394.0,37241.6749
2021-01-07 07:00:00+00:00,37230.68,37390.49,36781.22,36922.96,34.996827,1409.0,37046.489159
2021-01-07 08:00:00+00:00,36939.21,37387.23,36359.0,37243.33,48.038802,2127.0,36832.284401
2021-01-07 09:00:00+00:00,37263.61,37537.99,36948.5,37529.99,28.042086,1120.0,37225.601817
2021-01-07 10:00:00+00:00,37530.0,37531.24,36976.85,37089.04,25.531111,1153.0,37203.21679
2021-01-07 11:00:00+00:00,37089.03,37985.21,37089.03,37888.01,37.445086,1708.0,37567.96414
2021-01-07 12:00:00+00:00,37874.08,38188.29,37594.14,38015.33,97.96936,2754.0,37994.689343
2021-01-07 13:00:00+00:00,38013.21,38533.47,37985.01,38227.99,83.141126,2271.0,38308.628912
2021-01-07 14:00:00+00:00,38235.54,38732.97,38180.0,38503.45,75.693966,2326.0,38490.850624
2021-01-07 15:00:00+00:00,38509.04,39024.23,38155.52,39024.21,75.851584,3136.0,38588.4739
2021-01-07 16:00:00+00:00,39024.23,39623.11,39024.23,39182.17,126.24949,4302.0,39281.73888
2021-01-07 17:00:00+00:00,39168.04,39800.0,39145.96,39771.33,96.141567,3633.0,39584.627568
2021-01-07 18:00:00+00:00,39782.15,40410.02,35936.73,38934.35,492.403533,8463.0,38561.120846
2021-01-07 19:00:00+00:00,38939.12,39237.87,37560.75,39078.39,207.673814,3959.0,38528.740598
2021-01-07 20:00:00+00:00,39078.39,39211.91,38380.01,39141.98,153.094812,2768.0,38835.458551
2021-01-07 21:00:00+00:00,39140.04,39916.8,39140.04,39732.29,119.458973,2973.0,39565.888732
2021-01-07 22:00:00+00:00,39739.76,39996.97,39222.34,39698.87,87.454592,2121.0,39680.259735
2021-01-07 23:00:00+00:00,39701.44,39706.14,38543.33,39479.78,110.345018,3212.0,39035.973017
2021-01-08 00:00:00+00:00,39476.14,39745.44,38840.74,38840.74,67.493565,2039.0,39414.748271
2021-01-08 01:00:00+00:00,38848.11,39054.19,37869.62,38701.94,149.535265,3361.0,38461.9548
2021-01-08 02:00:00+00:00,38700.01,38736.22,36600.0,37226.31,243.666598,5402.0,37466.606741
2021-01-08 03:00:00+00:00,37201.21,38500.0,37106.56,38404.46,163.285202,4200.0,38027.847072
2021-01-08 04:00:00+00:00,38405.4,38987.99,38221.38,38723.48,59.5526,2389.0,38631.480815
2021-01-08 05:00:00+00:00,38711.49,38750.48,37946.53,38009.79,55.960576,2193.0,38425.294552
2021-01-08 06:00:00+00:00,38018.16,38694.42,37595.44,38560.9,59.958973,2414.0,38260.878179
2021-01-08 07:00:00+00:00,38552.24,39150.01,38338.88,38953.32,44.615471,2063.0,38791.277268
2021-01-08 08:00:00+00:00,38955.53,39000.0,38447.19,38655.66,36.89064,1911.0,38684.763125
2021-01-08 09:00:00+00:00,38677.21,39379.0,38264.35,39379.0,29.104003,1848.0,38814.630987
2021-01-08 10:00:00+00:00,39381.84,41089.96,39265.71,40749.35,137.057873,4366.0,40289.745632
2021-01-08 11:00:00+00:00,40749.35,41526.97,40424.12,41340.25,149.299885,4408.0,41090.477833
2021-01-08 12:00:00+00:00,41330.9,41812.81,40932.98,41372.31,100.329895,4328.0,41471.709182
2021-01-08 13:00:00+00:00,41363.56,41676.39,40764.64,41353.33,72.679978,3024.0,41297.500305
2021-01-08 14:00:00+00:00,41366.1,41626.01,41025.42,41512.87,70.009655,2782.0,41348.763572
2021-01-08 15:00:00+00:00,41502.11,41999.0,39874.93,40885.69,253.963851,5097.0,40851.596472
2021-01-08 16:00:00+00:00,40885.69,41624.72,40424.03,41350.0,108.255326,3368.0,41167.066305
2021-01-08 17:00:00+00:00,41357.64,41589.03,40918.44,41056.56,74.747825,2373.0,41259.027189
2021-01-08 18:00:00+00:00,41045.3,41190.82,39787.32,39914.74,124.603388,4142.0,40454.329022
2021-01-08 19:00:00+00:00,39969.8,40722.54,39946.56,40363.32,95.440027,3534.0,40430.623262
2021-01-08 20:00:00+00:00,40365.52,40485.67,38937.66,39107.74,240.324086,5222.0,39567.189116
2021-01-08 21:00:00+00:00,39078.74,40070.75,38647.16,40050.0,95.177034,4563.0,39535.673664
2021-01-08 22:00:00+00:00,40050.0,40815.2,39752.25,40719.0,70.346793,3641.0,40333.480045
2021-01-08 23:00:00+00:00,40719.01,40968.06,40500.0,40622.87,47.404225,2716.0,40738.906921
2021-01-09 00:00:00+00:00,40622.87,40999.99,39997.0,40305.57,86.431588,3001.0,40510.961183
2021-01-09 01:00:00+00:00,40309.61,40347.4,39739.67,40207.6,93.331578,2810.0,40034.503227
2021-01-09 02:00:00+00:00,40223.0,40599.5,39525.0,39987.44,80.357236,2361.0,40084.602481
2021-01-09 03:00:00+00:00,40004.28,40399.0,39756.97,40261.29,36.002601,1798.0,40119.727173
2021-01-09 04:00:00+00:00,40250.0,40525.67,39857.74,40254.21,38.474003,2384.0,40148.883376
2021-01-09 05:00:00+00:00,40250.02,40250.02,39215.14,39379.24,54.227193,1837.0,39752.640063
2021-01-09 06:00:00+00:00,39301.47,39670.56,38942.49,38989.87,74.269563,2457.0,39242.60843
2021-01-09 07:00:00+00:00,39017.02,39765.73,38789.12,39654.95,51.172883,1951.0,39264.39944
2021-01-09 08:00:00+00:00,39668.33,40296.25,39322.97,40204.17,25.67699,1516.0,39982.994362
2021-01-09 09:00:00+00:00,40221.82,40803.26,40215.03,40343.21,44.717572,2290.0,40556.731809
2021-01-09 10:00:00+00:00,40373.51,40803.27,40160.29,40415.03,37.327911,1995.0,40506.63315
2021-01-09 11:00:00+00:00,40422.1,41254.92,40319.03,40624.96,95.596108,2830.0,40891.190319
2021-01-09 12:00:00+00:00,40624.95,40973.0,40472.7,40912.75,25.684492,1511.0,40706.852214
2021-01-09 13:00:00+00:00,40919.86,41293.47,40755.57,41128.3,42.153349,2120.0,41039.791342
2021-01-09 14:00:00+00:00,41112.88,41422.99,40764.31,40895.52,60.547214,2508.0,41106.771906
2021-01-09 15:00:00+00:00,40895.52,41014.0,40302.39,40622.17,66.346186,2005.0,40618.001186
2021-01-09 16:00:00+00:00,40617.63,40712.2,39974.4,40099.3,58.522547,2830.0,40325.902465
2021-01-09 17:00:00+00:00,40073.16,40653.93,40050.0,40515.34,49.532999,1857.0,40398.194795
2021-01-09 18:00:00+00:00,40516.36,40885.53,40510.07,40725.31,24.676309,1341.0,40729.99532
2021-01-09 19:00:00+00:00,40735.5,40964.24,40574.9,40767.29,22.251343,1786.0,40808.052718
2021-01-09 20:00:00+00:00,40768.6,40863.83,40171.0,40731.86,70.773671,2620.0,40531.167371
2021-01-09 21:00:00+00:00,40737.78,40882.88,40602.43,40848.28,45.816153,2196.0,40774.508936
2021-01-09 22:00:00+00:00,40848.28,40880.0,40294.2,40428.59,36.747134,1465.0,40530.436568
2021-01-09 23:00:00+00:00,40449.35,40573.54,40109.85,40256.02,34.716423,1573.0,40357.639802
2021-01-10 00:00:00+00:00,40242.93,40826.5,40242.93,40684.03,40.18247,1840.0,40605.724616
2021-01-10 01:00:00+00:00,40687.43,41446.85,40542.53,41231.82,81.239721,3027.0,41136.712505
2021-01-10 02:00:00+00:00,41244.83,41244.83,40946.69,41064.8,42.305487,1656.0,41109.153267
2021-01-10 03:00:00+00:00,41079.5,41110.68,40404.83,40467.56,49.94598,1947.0,40716.46428
2021-01-10 04:00:00+00:00,40465.6,40749.87,40201.77,40466.72,31.990346,1771.0,40461.529447
2021-01-10 05:00:00+00:00,40449.42,40746.36,40382.49,40547.42,21.410963,1490.0,40627.145864
2021-01-10 06:00:00+00:00,40544.78,41150.0,40489.3,41030.16,20.574167,2122.0,40916.346605
2021-01-10 07:00:00+00:00,40983.67,41142.83,40771.25,41023.0,21.179232,1835.0,40972.487767
2021-01-10 08:00:00+00:00,41023.0,41081.9,40666.13,40905.71,16.917546,1464.0,40879.359241
2021-01-10 09:00:00+00:00,40903.89,41130.36,40809.02,40838.7,14.828951,1192.0,40987.023064
2021-01-10 10:00:00+00:00,40849.92,40930.83,40101.59,40482.35,27.338041,2058.0,40557.559468
2021-01-10 11:00:00+00:00,40499.24,40499.24,38999.0,39218.17,133.904473,3588.0,39518.913162
2021-01-10 12:00:00+00:00,39231.81,39838.0,38590.0,39600.55,104.439126,2918.0,39345.356144
2021-01-10 13:00:00+00:00,39610.27,40152.95,39510.78,39848.19,33.373015,1754.0,39917.889359
2021-01-10 14:00:00+00:00,39869.25,39899.99,39300.0,39481.9,52.622662,1695.0,39586.29618
2021-01-10 15:00:00+00:00,39479.15,39983.08,39103.22,39726.24,48.372337,1806.0,39627.00231
2021-01-10 16:00:00+00:00,39716.72,39788.43,39251.0,39299.44,46.416235,1779.0,39485.322551
2021-01-10 17:00:00+00:00,39297.8,39426.32,37250.0,38663.77,201.214441,6772.0,38155.672119
2021-01-10 18:00:00+00:00,38624.07,38798.05,37760.13,38112.92,105.742979,4530.0,38212.451089
2021-01-10 19:00:00+00:00,38100.97,38530.41,37155.0,37422.99,89.299448,4172.0,37859.273478
2021-01-10 20:00:00+00:00,37422.99,37736.2,35068.09,37693.48,411.247835,8605.0,36759.396829
2021-01-10 21:00:00+00:00,37725.77,38289.92,37533.74,38050.15,143.033386,4010.0,37961.274427
2021-01-10 22:00:00+00:00,38043.81,39047.92,37849.6,38456.6,104.493368,3121.0,38655.756673
2021-01-10 23:00:00+00:00,38463.49,38680.0,37939.02,38181.17,70.064894,2899.0,38364.441045
2021-01-11 00:00:00+00:00,38167.92,38280.86,36698.36,37198.51,164.251427,4776.0,37409.610143
2021-01-11 01:00:00+00:00,37200.0,37807.93,36700.8,37235.56,115.369055,3017.0,37247.595005
2021-01-11 02:00:00+00:00,37229.71,37395.39,36105.0,36339.55,205.759263,4397.0,36592.667112
2021-01-11 03:00:00+00:00,36330.48,36638.25,33550.0,35367.96,486.222756,9078.0,35049.700445
2021-01-11 04:00:00+00:00,35400.0,35945.0,34298.77,35502.55,232.61763,5715.0,35192.687586
2021-01-11 05:00:00+00:00,35475.0,35886.77,34483.82,34860.75,112.106168,3646.0,35180.380674
2021-01-11 09:00:00+00:00,34883.83,35700.0,34845.05,35700.0,30.708255,1039.0,35415.305306
2021-01-11 10:00:00+00:00,35668.4,36357.78,35215.46,35359.73,58.985263,2680.0,35635.526499
2021-01-11 11:00:00+00:00,35368.5,35454.16,34009.15,34119.18,104.607401,2329.0,34717.103777
2021-01-11 12:00:00+00:00,34130.79,35046.55,33500.0,34232.86,196.778863,4356.0,34118.825853
2021-01-11 13:00:00+00:00,34208.84,34384.16,32750.0,32750.0,270.100442,4202.0,33449.770558
2021-01-11 14:00:00+00:00,32739.11,33722.25,30720.0,33219.34,388.363544,7264.0,32612.33942
2021-01-11 15:00:00+00:00,33251.64,33642.47,31345.35,31511.85,332.362592,4809.0,32313.469085
2021-01-11 16:00:00+00:00,31502.45,32132.33,30365.5,31665.93,440.539369,7184.0,31083.969103
2021-01-11 17:00:00+00:00,31707.21,33576.18,30675.69,32800.0,370.618055,5936.0,32222.310529
2021-01-11 18:00:00+00:00,32823.78,33287.4,32436.0,32573.38,181.017384,4229.0,32833.852102
2021-01-11 19:00:00+00:00,32546.0,32706.79,31184.84,32238.7,216.899343,4429.0,31964.469131
2021-01-11 20:00:00+00:00,32209.79,33399.99,31390.99,33373.48,111.8129,4451.0,32295.879714
2021-01-11 21:00:00+00:00,33385.31,34480.0,33076.64,34006.25,173.020224,5725.0,33966.507807
2021-01-11 22:00:00+00:00,34006.25,34905.77,33696.0,34409.89,149.627551,5079.0,34453.058209
2021-01-11 23:00:00+00:00,34373.01,35679.99,34373.01,35494.0,126.338168,4231.0,35087.064057
2021-01-12 00:00:00+00:00,35495.77,35598.04,34315.06,34942.49,172.969215,4097.0,34940.417646
2021-01-12 01:00:00+00:00,34939.66,35470.64,33902.13,34272.18,148.034574,4513.0,34581.797625
2021-01-12 02:00:00+00:00,34297.34,34600.0,33666.85,34371.0,147.542599,3685.0,34117.05191
2021-01-12 03:00:00+00:00,34421.76,35015.51,34202.64,34964.47,61.633086,2018.0,34642.69242
2021-01-12 04:00:00+00:00,35000.0,35300.0,34526.74,35299.99,95.274026,2861.0,34944.293744
2021-01-12 05:00:00+00:00,35293.77,35892.58,34996.02,35892.58,103.79865,2267.0,35414.663467
2021-01-12 06:00:00+00:00,35894.6,36350.0,35708.57,36002.03,101.547733,2750.0,36041.838169
2021-01-12 07:00:00+00:00,36002.03,36610.52,35629.25,36448.28,94.827839,2955.0,36149.574227
